Formality,Informativeness,Sentence
4,4,"At a news conference this month in his hometown of Nanjing, Yuan told Chinese reporters he didn't want to cause controversy."
4,4,"A Ten spokesperson later said: ""Rove will be back on Ten in 2010."""
5,5,A Tesco spokeswoman said: 'We wouldn't comment on which advisers we may or may not talk to or speculation about potential markets for Tesco.'
5,5,"At first, the pain meant Arreola could stand for only about 10 seconds at a time."
4,4,Atkins said part of the lesson is for investors to be more skeptical.
4,4,"At last week's cabinet meeting, a discussion over the latest economic data hinted at the tension between No 10 and the Treasury."
5,5,"""At least 1,000 people depend on this well,"" said Hassan Yahya al-Khayari, 38, as he stood watching water pour from a black rubber tube into a tanker truck near his home in Sana."
4,4,At least seven people were killed and several were missing.
4,4,"At one point, there were about 45 puzzlers, but those who quit or retired have not been replaced."
4,4,"A total of 217 children have been treated in hospital, including 27 who are in critical care."
5,5,"At present, British law allows ship owners to pay ransoms for the release of hijacked vessels."
5,5,"A truck plant in Louisville, Kentucky, rejected the deal by 84 percent the same day and a Michigan engine factory also turned it down, Walkowicz said."
2,2,"""At some point, you have to honor the Constitution."""
4,4,At stake were the integrity of democracy in a region that only in recent decades emerged from civil wars and military rule and the well-being of some of Latin America's poorest citizens.
4,4,"At that time sources familiar with regulators' insider trading probes said there would likely be more charges, but they did not give details about specific cases."
4,4,"At the edge of the Indravati River, hundreds of miles from the nearest international border, India effectively ends."
3,3,"At the end, agents tore them by bare hand as the teeming crowds smashed down their doors."
4,4,"At the height of his career, Madoff was regarded as a financial genius, he even served as chairman of NASDAQ, reports CBS News correspondent Randall Pinkston."
5,5,"'At the moment I don't have the police reports. We did a CT scan. From the external exam, I saw injuries on the neck but these were not due to strangulation.'"
5,5,"At the news conference Saturday, however, Netanyahu said Israel did want to resume talks."
3,3,"""At the next election we need a clear story to tell about how Labour will support the economy through investment while the Tories would choke off the recovery with draconian cuts,"" said a cabinet source."
6,6,"At the press conference with Clinton, Netanyahu said Israel is ""willing to engage in peace talks immediately without preconditions. Unfortunately the other side is not."""
5,5,"At the root of the water crisis - as with so many of the ills affecting the Middle East - is rapid population growth, experts say."
4,4,"At the same time, Fidel Castro noted, the US trade embargo prevents Cuba from obtaining equipment and medicines needed to combat the virus."
5,5,"At the same time, he noted that China did not block the U.N. Security Council's condemnation of the killing of opposition protesters or the move to set up an inquiry commission."
5,5,"At the same time, the chain has reduced overall inventory by at least 6 percent to make the store less cluttered and address reduced consumer spending."
4,4,"""At the same time we will need to show that we can take the tough decision to control spending in future years."""
5,5,"At the session, lawmakers also ratified a bilateral treaty on civil and commercial judicial assistance with Brazil."
4,4,"At the time of his death, he owned properties that included a thoroughbred horse ranch."
4,4,"At the time, Quinn defended his decision, saying Adams, a former teacher of African-American studies, was uniquely qualified for the position."
3,3,"""At this point, I can't give you an estimate until we get a better sense of where the stress testing is."""
5,5,Attorney Barry Lax says that Madoff's statement is one more reason the SEC should be held accountable.
3,3,Aung San Suu Kyi has recently backed direct dialogue with the military government.
6,6,Aung San Suu Kyi has spent 14 of the past 20 years under some form of detention.
3,3,"A university-educated engineer, Montes got his start in the late 1980s, and quickly rose to prominence, styling himself after Zapata, the Mexican revolutionary land reform hero, and recovering thousands of acres of property for union members."
5,5,"A UN spokeswoman said an investigation into that case continues, though Austrian police have concluded it was suicide."
3,3,"A U.S.-backed peace ""road map"" of 2003 does say Israel should halt settlement activity."
6,6,"Austoker, director of the primary care education research group at Oxford University, who is writing the advice by the NHS breast screening programme, said: ""We want to make sure that all the risks of breast screening are referred to in appropriate detail."
4,4,Austrian police said they believe Mr Hampton committed suicide.
6,6,"Authorities in Chattisgarh then deputized and armed civilian posses, which have been accused by human rights groups of terrorizing innocent villagers and committing atrocities of their own in the name of hunting Maoists."
4,4,"Avalos added that nobody in his district, the Excelsior, has seen the mayor for months - and that residents were especially frustrated the mayor didn't respond or visit the neighborhood after a recent deadly stabbing there."
4,4,A weary Fandi sometimes hands the oars over to his brother.
