Formality,Sentence
6,"Although Peter has a shelf of city league soccer trophies, he and the others are mediocre pupils at best, sources said."
6,"Although Qian, a Hangzhou native in east China's Zhejiang Province, had long been a Beijing resident, his hometown friends feel close to him."
6,"Although the Chinese government has not taken action against Yuan or the publisher, a nongovernmental organization, the Chinese Assn. for the Promotion of Olympic Culture said last week it would file a civil lawsuit against Yuan's publisher, Beijing Fonghong Media Co., to prevent publication of any copies beyond the 200,000 in print in China."
6,"Although the pieces are already nearly a year overdue, Metropolitan Transportation Commission Executive Director Steve Heminger tells us, ""We are not going to bring that steel over here until we make sure everything is right."""
5,"Although this race is probably closer to a toss-up than advantage Castle, it still seems to feature the cleanest path for an opposition party takeover than any of the alternatives."
5,"Altogether, he was a perfect 7 for 7 in the third, scoring 20 of the Celtics' 38 points."
6,"A man and his son who were in a car on a bridge that collapsed in nearby Batangas province were also missing, said regional disaster officer Fred Bragas."
6,"A man drowned after being swept away by strong currents as he tried to cross a creek in Rizal province's Pililla township while carrying his 1-year-old child, who remains missing."
4,A map showing the percentages of for all the states is at the Gallup site.
2,amaroK is also a very good audio player.
6,"A Maryland woman lost her accounting job after a background check performed through the FBI's criminal database indicated, erroneously, that she was unsuitable for the job, according to the Baltimore Sun."
5,A massive part of the profit from the concerts would have come from the high-definition video taken at each performance.
6,"A meeting of top seers from the temple town has demanded the Jagadguru's personal appearance on November 8 and also an unconditional apology, or face de-canonisation from the chair."
5,"American women have all these things, yet there is a notable lack of women, both Democrat and Republican, in national political office."
6,Amid growing controversy over politicians' finances there has been mounting pressure for peers to guarantee that they pay tax in this country as a condition for membership of the House of Lords.
2,Am I limited to manually searching via ls?
2,Am I wrong on that though?
5,"Among his chestful of awards were the Navy Cross, two Silver Stars, two Distinguished Service Crosses, two Distinguished Service Medals, and two Legion of Merit Awards."
7,"Among other things, she's been president of the Association of Bay Area Governments and chief of staff for then-state Sen. Bill Lockyer and former Oakland Mayor Lionel Wilson."
6,"Among TBA's first clients was the government of Kuwait, which agreed a seven-figure deal for advice on 'good governance' from the former Prime Minister."
6,"Among the coup backers, there were concerns over the elections and a growing realization that their scattering of allies in the U.S. Congress weren't winning the battle for administration support, said State Department and U.S. congressional officials."
5,"Among the letters are ones from Democratic U.S. Sens. Patty Murray and Maria Cantwell of Washington and U.S. Rep. Doc Hastings, R-Pasco."
5,"Among them are 1,000 pages of the dossier of Sascha Anderson, an avant-garde artist who was in the service of the Stasi but always denied any deep involvement."
6,"Among the thirteen new taxes found in the bill by Americans for Tax Reform is the ""medicine cabinet tax,"" which bars people from paying for non-prescription medicine with tax-deferred health savings accounts."
5,Among the three most closely watched off-season elections - including an open governor's race in Virginia that the Democrats apparently are poised to lose despite the efforts of President Barack Obama there - none is more peculiar than the contest in New York State's remote and farflung 23rd Congressional District.
6,A month later his application for permanent residency was approved.
4,A more elegant solution would be to go to  System Settings and on the top (Personal) click Default Applications
5,"Amy Peck, 24, works for state Sen. Dan Patrick and gained prominence during the battle over revisions to the city's floodway ordinance."
6,An Admiral in John Ford's 1945 film version of the story explains the brutal rationale for allowing so many Americans to be defeated and captured:
5,"""An agreement is the way out,"" Shannon told the Hondurans, according to a senior Obama administration official."
6,Analysts say Mr Mubarak is under pressure from the United States - a close ally and major aid donor - to introduce democratic reforms.
5,Anambra is easily the worst affected state in the region.
4,A national airport will be built at the old Air Force Base.
5,"And all indications were that he was in the thick of planning and approving nearly every step of the ""This Is It"" business plan."
5,"""And a lot of economic trees gone. The Anglican Church is on the verge of going. One man from Egboku after going to wedding, seeing the volume of water, he stopped his car to see the depth so that he will know how to pass. As soon as he stepped down, he was swept off to the stream down there and that was the end of the man."""
2,And apeared to have the same problem.
6,And a recent blog posting by journalist Paul Waugh of the London Evening Standard stated Reinfeldt was in contention by default.
4,"And, as always, today I will do what I believe serves their interests best."
5,And a senior State Department official says the United States may follow the African Union in imposing targeted financial sanctions against key officials in Conakry in an effort to help move the troubled African state toward free elections.
3,And as helpful as the MOL wiki page was I still can't seem to get this working.
5,"And as you would expect, this new crop of super-powered phones are making heavy use of the mobile web."
6,And at least one environmental group wondered why responders didn't immediately place a protective boom along Crown Memorial State Beach in Alameda - the spot hardest hit by the spill.
6,"And at the risk of maybe sounding undiplomatic, Pakistan has to have more internal investment in your public services and in your business opportunities."
