Informativeness,Sentence
Informative,"At a news conference this month in his hometown of Nanjing, Yuan told Chinese reporters he didn't want to cause controversy."
Informative,"A Ten spokesperson later said: ""Rove will be back on Ten in 2010."""
Uninformative,A Tesco spokeswoman said: 'We wouldn't comment on which advisers we may or may not talk to or speculation about potential markets for Tesco.'
Informative,"At first, the pain meant Arreola could stand for only about 10 seconds at a time."
Informative,Atkins said part of the lesson is for investors to be more skeptical.
Informative,"At last week's cabinet meeting, a discussion over the latest economic data hinted at the tension between No 10 and the Treasury."
Informative,"""At least 1,000 people depend on this well,"" said Hassan Yahya al-Khayari, 38, as he stood watching water pour from a black rubber tube into a tanker truck near his home in Sana."
Informative,At least seven people were killed and several were missing.
Informative,"At one point, there were about 45 puzzlers, but those who quit or retired have not been replaced."
Informative,"A total of 217 children have been treated in hospital, including 27 who are in critical care."
Informative,"At present, British law allows ship owners to pay ransoms for the release of hijacked vessels."
Informative,"A truck plant in Louisville, Kentucky, rejected the deal by 84 percent the same day and a Michigan engine factory also turned it down, Walkowicz said."
Uninformative,"""At some point, you have to honor the Constitution."""
Informative,At stake were the integrity of democracy in a region that only in recent decades emerged from civil wars and military rule and the well-being of some of Latin America's poorest citizens.
Informative,"At that time sources familiar with regulators' insider trading probes said there would likely be more charges, but they did not give details about specific cases."
Informative,"At the edge of the Indravati River, hundreds of miles from the nearest international border, India effectively ends."
Informative,"At the end, agents tore them by bare hand as the teeming crowds smashed down their doors."
Informative,"At the height of his career, Madoff was regarded as a financial genius, he even served as chairman of NASDAQ, reports CBS News correspondent Randall Pinkston."
Informative,"'At the moment I don't have the police reports. We did a CT scan. From the external exam, I saw injuries on the neck but these were not due to strangulation.'"
Informative,"At the news conference Saturday, however, Netanyahu said Israel did want to resume talks."
Informative,"""At the next election we need a clear story to tell about how Labour will support the economy through investment while the Tories would choke off the recovery with draconian cuts,"" said a cabinet source."
Informative,"At the press conference with Clinton, Netanyahu said Israel is ""willing to engage in peace talks immediately without preconditions. Unfortunately the other side is not."""
Informative,"At the root of the water crisis - as with so many of the ills affecting the Middle East - is rapid population growth, experts say."
Informative,"At the same time, Fidel Castro noted, the US trade embargo prevents Cuba from obtaining equipment and medicines needed to combat the virus."
Informative,"At the same time, he noted that China did not block the U.N. Security Council's condemnation of the killing of opposition protesters or the move to set up an inquiry commission."
